id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,word_count,quality_weight
429,At one point I couldn't relax much but it didn't last long.,forest,18,5.0,3.0,1.0,night,focused,tired_face,conflicted,overwhelmed,2,12,3.0
430,for some reason i didn't notice strong emotions though i'm not sure why. ...,rain,25,5.0,2.0,1.0,afternoon,calm,calm_face,clear,neutral,5,14,3.0
431,Honestly my mood shifted back and forth for a moment.,mountain,18,4.0,1.0,2.0,night,calm,none,clear,mixed,3,10,2.0
432,For some reason nothing really changed for a moment. ...,mountain,12,4.0,2.0,5.0,morning,calm,happy_face,vague,neutral,2,10,2.0
433,By the end my attention improved but it didn't last long.,cafe,25,8.0,3.0,4.0,night,calm,neutral_face,conflicted,focused,4,11,2.0
434,Strangely things felt ordinary for a moment.,rain,12,6.0,4.0,4.0,evening,neutral,happy_face,clear,neutral,4,7,2.0
435,For some reason I didn't notice strong emotions before moving on. ...,rain,12,8.0,1.0,5.0,afternoon,restless,,clear,neutral,2,12,3.0
436,During the session I felt distracted even if only briefly.,forest,8,7.0,3.0,2.0,afternoon,restless,happy_face,clear,restless,2,10,2.0
437,At first I felt distracted and I tried to notice it. ...,rain,12,7.0,2.0,4.0,morning,neutral,calm_face,conflicted,restless,5,12,3.0
439,for some reason things felt ordinary so i sat with that feeling.,ocean,15,8.0,5.0,5.0,morning,focused,tired_face,clear,neutral,2,12,3.0
440,Honestly I felt distracted which surprised me.,forest,15,5.0,2.0,4.0,afternoon,overwhelmed,happy_face,clear,restless,5,7,2.0
441,By the end it felt like a normal moment and I just observed it.,cafe,18,4.0,1.0,4.0,night,restless,tense_face,vague,neutral,5,14,3.0
443,By the end my mood shifted back and forth but it didn't last long. ...,forest,20,4.0,3.0,4.0,night,calm,none,conflicted,mixed,2,15,3.0
444,At one point I could finally concentrate even if only briefly.,cafe,20,4.0,4.0,5.0,morning,restless,tense_face,clear,focused,5,11,2.0
445,Honestly my mind kept wandering and I just observed it.,forest,20,6.0,1.0,1.0,evening,mixed,tired_face,conflicted,restless,1,10,2.0
446,gradually i felt distracted and i just observed it.,mountain,20,4.0,1.0,2.0,evening,restless,none,clear,restless,1,9,2.0
447,For some reason I kept thinking about other tasks so I sat with that feeling.,rain,8,6.0,4.0,1.0,evening,focused,tired_face,conflicted,restless,2,15,3.0
448,At one point the tension eased a bit so I sat with that feeling.,mountain,12,8.0,3.0,4.0,afternoon,focused,happy_face,conflicted,calm,2,14,3.0
449,At one point I started planning my day and I tried to notice it.,rain,18,5.0,3.0,1.0,morning,focused,neutral_face,conflicted,focused,1,14,3.0
450,I noticed I kept thinking about other tasks before moving on.,mountain,20,6.0,2.0,2.0,morning,focused,happy_face,conflicted,restless,3,11,2.0
451,Gradually it felt like a normal moment for a moment.,cafe,20,7.0,2.0,5.0,night,mixed,neutral_face,vague,neutral,4,10,2.0
452,strangely my mind felt crowded so i sat with that feeling. ...,ocean,12,7.0,2.0,2.0,afternoon,calm,tired_face,conflicted,overwhelmed,4,12,3.0
453,Honestly I felt a little calmer but still distracted and I tried to notice it.,rain,15,6.0,4.0,5.0,morning,neutral,tired_face,clear,mixed,2,15,3.0
454,I noticed nothing really changed even if only briefly.,cafe,10,6.0,4.0,4.0,evening,restless,tired_face,vague,neutral,5,9,2.0
455,strangely my mind became quiet before moving on.,cafe,18,8.0,2.0,4.0,night,restless,neutral_face,vague,calm,5,8,2.0
457,Gradually I felt a little calmer but still distracted and I tried to notice it.,cafe,12,8.0,2.0,2.0,afternoon,focused,calm_face,vague,mixed,3,15,3.0
458,During the session I couldn't sit still mentally and I just observed it. ...,mountain,25,6.0,1.0,4.0,night,overwhelmed,calm_face,conflicted,restless,4,14,3.0
459,Gradually I organized my ideas better before moving on.,ocean,10,8.0,3.0,5.0,afternoon,calm,calm_face,conflicted,focused,3,9,2.0
460,After a few minutes the tension eased a bit for a moment. ...,ocean,15,5.0,2.0,3.0,afternoon,overwhelmed,tense_face,clear,calm,1,13,3.0
461,For some reason my thoughts were jumping around and I just observed it. ...,rain,15,5.0,1.0,3.0,evening,neutral,neutral_face,conflicted,restless,2,14,3.0
462,At first things felt ordinary even if only briefly.,forest,25,6.0,4.0,5.0,evening,restless,happy_face,vague,neutral,2,9,2.0
463,Honestly things felt ordinary before moving on.,cafe,20,6.0,2.0,1.0,morning,calm,calm_face,conflicted,neutral,2,7,2.0
464,I noticed nothing really changed though I'm not sure why.,mountain,20,5.0,3.0,3.0,morning,restless,happy_face,vague,neutral,1,10,2.0
465,For some reason my mind became quiet for a moment.,rain,12,6.0,4.0,4.0,morning,mixed,neutral_face,conflicted,calm,4,10,2.0
466,Honestly I didn't notice strong emotions which surprised me.,rain,12,8.0,5.0,1.0,afternoon,neutral,tense_face,clear,neutral,2,9,2.0
467,For some reason my thoughts were jumping around even if only briefly.,forest,18,4.0,3.0,3.0,morning,restless,tired_face,clear,restless,3,12,3.0
468,by the end i felt mentally drained and i wasn't expecting that. ...,rain,10,4.0,4.0,5.0,morning,overwhelmed,neutral_face,clear,overwhelmed,3,13,3.0
469,During teh session teh pressure didn't really go away but it didn't last long.,cafe,18,5.0,2.0,1.0,night,overwhelmed,happy_face,clear,overwhelmed,1,14,3.0
470,Gradually my mind kept wandering though I'm not sure why.,forest,20,6.0,1.0,5.0,evening,mixed,tense_face,clear,restless,2,10,2.0
471,At one point I kept thinking about other tasks before moving on.,rain,8,4.0,5.0,5.0,morning,focused,happy_face,vague,restless,3,12,3.0
472,gradually i started planning my day but it didn't last long.,rain,15,4.0,2.0,1.0,night,mixed,,vague,focused,1,11,2.0
473,I noticed my thoughts felt lighter for a moment.,mountain,15,8.0,3.0,3.0,evening,focused,none,conflicted,calm,1,9,2.0
474,strangely everything still felt heavy before moving on.,cafe,25,7.0,4.0,2.0,afternoon,focused,happy_face,vague,overwhelmed,3,8,2.0
475,For some reason teh pressure didn't really go away before moving on.,ocean,15,7.0,2.0,3.0,evening,neutral,happy_face,clear,overwhelmed,4,12,3.0
476,For some reason my mood shifted back and forth and I just observed it.,forest,15,5.0,5.0,2.0,afternoon,overwhelmed,tense_face,clear,mixed,5,14,3.0
477,Gradually the pressure didn't really go away even if only briefly.,mountain,20,8.0,4.0,1.0,night,restless,tired_face,clear,overwhelmed,3,11,2.0
478,Gradually everything still felt heavy for a moment.,forest,20,4.0,1.0,2.0,afternoon,neutral,none,clear,overwhelmed,2,8,2.0
479,Honestly my mood shifted back and forth and I wasn't expecting that.,ocean,20,6.0,3.0,5.0,evening,overwhelmed,tense_face,clear,mixed,5,12,3.0
480,At one point my mind became quiet but it didn't last long.,cafe,8,4.0,5.0,3.0,morning,restless,neutral_face,vague,calm,5,12,3.0
481,Honestly mind was all over teh place.,ocean,8,8.0,2.0,1.0,night,calm,neutral_face,conflicted,restless,1,7,2.0
482,During teh session helped me plan my day. Later it changed still a bit off tbh.,cafe,10,6.0,4.0,2.0,morning,neutral,happy_face,conflicted,focused,2,16,3.0
483,honestly helped me plan my day.,forest,12,7.0,3.0,4.0,afternoon,mixed,tense_face,clear,restless,1,6,1.0
484,By the end it was fine. ...,rain,8,7.0,2.0,3.0,evening,restless,calm_face,conflicted,neutral,3,7,2.0
485,I guess mind was all over the place.,mountain,15,4.0,1.0,3.0,night,mixed,tired_face,vague,neutral,1,8,2.0
486,kinda calm now,rain,25,5.0,4.0,4.0,night,neutral,neutral_face,vague,overwhelmed,2,3,1.0
487,felt heavy,cafe,5,5.0,2.0,1.0,night,neutral,neutral_face,clear,overwhelmed,3,2,1.0
488,back to normal after,forest,30,8.0,5.0,1.0,night,overwhelmed,none,vague,restless,4,4,1.0
489,honestly okay session.,mountain,8,6.0,5.0,1.0,evening,neutral,happy_face,clear,calm,1,3,1.0
490,By the end got distracted again. ...,cafe,8,7.0,4.0,4.0,evening,mixed,,vague,focused,4,7,2.0
491,At first felt good for a moment.,ocean,10,8.0,3.0,1.0,evening,focused,tense_face,conflicted,mixed,5,7,2.0
492,For some reason okay session.,rain,15,5.0,2.0,5.0,night,restless,calm_face,clear,neutral,5,5,1.0
494,At first felt heavy.,ocean,10,7.0,4.0,4.0,afternoon,focused,,clear,overwhelmed,2,4,1.0
495,At first still anxious a bit. After some time honestly not much change.,mountain,30,5.0,1.0,1.0,afternoon,overwhelmed,calm_face,clear,neutral,2,13,3.0
496,felt good for a moment,rain,30,7.0,2.0,1.0,night,neutral,tired_face,clear,calm,5,5,1.0
497,"I guess felt lighter, not fully though.",cafe,30,5.0,4.0,5.0,night,calm,tense_face,conflicted,focused,1,7,2.0
498,kinda calm now,ocean,12,4.0,4.0,3.0,evening,overwhelmed,happy_face,conflicted,focused,5,3,1.0
501,honestly got distracted again.,ocean,8,4.0,4.0,3.0,afternoon,calm,calm_face,clear,overwhelmed,3,4,1.0
502,At first kept thinking about work. Then it shifted felt heavy.,forest,18,7.0,2.0,5.0,morning,restless,none,clear,restless,2,11,2.0
503,felt better after a bit ...,forest,30,5.0,1.0,3.0,night,restless,tense_face,conflicted,overwhelmed,2,6,1.0
504,"Honestly felt lighter, not fully though.",cafe,15,6.0,5.0,2.0,evening,calm,neutral_face,vague,calm,1,6,1.0
505,For some reason okay session.,forest,15,7.0,4.0,5.0,afternoon,focused,happy_face,vague,calm,2,5,1.0
506,By teh end still a bit off tbh.,ocean,30,6.0,4.0,2.0,evening,neutral,tired_face,clear,mixed,3,8,2.0
507,kept thinking about work,mountain,5,8.0,3.0,5.0,evening,overwhelmed,neutral_face,clear,calm,4,4,1.0
508,At first felt good for a moment.,cafe,15,5.0,4.0,5.0,afternoon,calm,,conflicted,restless,5,7,2.0
509,by the end honestly not much change.,cafe,30,4.0,5.0,4.0,morning,mixed,neutral_face,conflicted,focused,2,7,2.0
510,got distracted again,forest,25,4.0,1.0,5.0,morning,mixed,calm_face,conflicted,calm,5,3,1.0
511,honestly not much change,cafe,15,5.0,2.0,4.0,morning,neutral,tired_face,conflicted,calm,2,4,1.0
512,kept thinking about work,cafe,12,5.0,1.0,5.0,night,restless,calm_face,conflicted,calm,5,4,1.0
513,honestly back to normal after.,mountain,15,4.0,3.0,4.0,night,focused,tired_face,clear,restless,1,5,1.0
514,felt good for a moment,forest,20,8.0,3.0,1.0,morning,focused,tired_face,clear,neutral,4,5,1.0
515,At first felt heavy.,mountain,5,4.0,3.0,3.0,evening,restless,neutral_face,vague,mixed,1,4,1.0
516,During the session mind was all over the place. Later it changed felt heavy.,mountain,18,4.0,3.0,2.0,afternoon,restless,happy_face,vague,overwhelmed,1,14,3.0
518,"By the end some peace, some noise in head.",rain,30,7.0,1.0,2.0,night,neutral,,clear,restless,4,9,2.0
519,for some reason okay session.,mountain,20,6.0,2.0,3.0,night,overwhelmed,calm_face,conflicted,restless,5,5,1.0
520,still a bit off tbh,mountain,20,8.0,5.0,2.0,night,overwhelmed,tired_face,vague,focused,1,5,1.0
521,I guess helped me plan my day.,forest,10,8.0,4.0,4.0,afternoon,neutral,,conflicted,focused,1,7,2.0
522,still a bit off tbh,mountain,8,4.0,3.0,2.0,morning,calm,tired_face,vague,mixed,5,5,1.0
523,at first still anxious a bit.,ocean,5,6.0,3.0,2.0,night,mixed,neutral_face,conflicted,neutral,3,6,1.0
524,felt heavy,forest,20,6.0,2.0,5.0,afternoon,calm,tense_face,vague,calm,5,2,1.0
525,At first that helped a little.,ocean,12,6.0,3.0,1.0,night,overwhelmed,neutral_face,conflicted,calm,1,6,1.0
526,at first okay session. tehn it shifted still anxious a bit. ...,ocean,18,7.0,4.0,3.0,afternoon,focused,neutral_face,conflicted,neutral,5,12,3.0
527,"some peace, some noise in head",mountain,30,4.0,1.0,1.0,afternoon,overwhelmed,calm_face,vague,mixed,3,6,1.0
528,honestly not much change,forest,20,6.0,3.0,4.0,morning,overwhelmed,none,clear,overwhelmed,4,4,1.0
529,mind was all over the place,forest,15,8.0,1.0,3.0,morning,mixed,tense_face,conflicted,calm,1,6,1.0
530,it was fine,ocean,15,7.0,4.0,2.0,afternoon,neutral,none,clear,calm,3,3,1.0
531,For some reason mind was all over the place.,mountain,20,7.0,1.0,1.0,morning,calm,neutral_face,vague,restless,5,9,2.0
532,honestly not much change,ocean,30,5.0,4.0,4.0,morning,restless,none,vague,calm,3,4,1.0
533,By the end okay session.,rain,30,6.0,5.0,2.0,afternoon,mixed,neutral_face,clear,neutral,4,5,1.0
534,could focus for a while ...,forest,30,6.0,2.0,4.0,afternoon,overwhelmed,tense_face,conflicted,calm,3,6,1.0
535,still anxious a bit ...,forest,12,6.0,2.0,1.0,morning,restless,happy_face,vague,mixed,3,5,1.0
536,At first still a bit off tbh. ...,cafe,10,4.0,4.0,5.0,night,mixed,none,vague,focused,4,8,2.0
537,Honestly that helped a little.,rain,20,4.0,3.0,2.0,afternoon,overwhelmed,calm_face,clear,restless,1,5,1.0
538,"honestly felt lighter, not fully though. tehn it shifted felt better after a bit.",cafe,10,7.0,1.0,5.0,afternoon,restless,happy_face,vague,overwhelmed,2,14,3.0
539,"At first some peace, some noise in head. Later it changed okay session. ...",ocean,10,7.0,3.0,1.0,afternoon,neutral,calm_face,vague,neutral,5,14,3.0
540,okay session,mountain,5,6.0,1.0,2.0,morning,mixed,neutral_face,vague,focused,1,2,1.0
541,By the end felt heavy.,cafe,25,6.0,4.0,5.0,night,focused,,vague,overwhelmed,5,5,1.0
542,Honestly kinda calm now. Then it shifted not sure what changed.,ocean,18,8.0,5.0,1.0,morning,calm,none,conflicted,overwhelmed,4,11,2.0
543,mind was all over the place,ocean,12,5.0,2.0,4.0,morning,restless,neutral_face,conflicted,mixed,3,6,1.0
544,Honestly it was fine. Then it shifted kept thinking about work.,rain,10,6.0,5.0,5.0,night,focused,neutral_face,conflicted,focused,3,11,2.0
545,at first kept thinking about work. then it shifted felt good for a moment.,rain,15,7.0,5.0,5.0,night,mixed,calm_face,vague,mixed,3,14,3.0
546,By the end breathing slowed down.,rain,18,4.0,3.0,5.0,morning,mixed,happy_face,clear,overwhelmed,2,6,1.0
547,I guess felt heavy.,rain,18,5.0,2.0,4.0,afternoon,overwhelmed,happy_face,conflicted,focused,3,4,1.0
548,still anxious a bit ...,ocean,15,5.0,2.0,4.0,night,restless,none,clear,neutral,1,5,1.0
549,During the session helped me plan my day. Later it changed still anxious a bit.,cafe,10,4.0,1.0,1.0,morning,calm,neutral_face,clear,mixed,5,15,3.0
550,okay session,ocean,5,7.0,5.0,2.0,night,mixed,,conflicted,neutral,1,2,1.0
551,I guess mind was all over the place.,mountain,15,4.0,3.0,2.0,morning,restless,none,conflicted,overwhelmed,5,8,2.0
552,For some reason kept thinking about work.,mountain,12,4.0,5.0,1.0,afternoon,mixed,none,vague,mixed,2,7,2.0
553,I guess back to normal after.,rain,20,4.0,4.0,2.0,morning,neutral,neutral_face,clear,overwhelmed,2,6,1.0
554,still anxious a bit,forest,8,4.0,1.0,1.0,morning,calm,calm_face,conflicted,calm,3,4,1.0
556,By the end still a bit off tbh.,forest,20,8.0,5.0,4.0,morning,overwhelmed,calm_face,conflicted,restless,1,8,2.0
557,for some reason helped me plan my day. ...,mountain,5,6.0,2.0,4.0,evening,overwhelmed,calm_face,clear,restless,4,9,2.0
560,by the end felt good for a moment.,forest,12,6.0,2.0,4.0,afternoon,restless,happy_face,vague,mixed,2,8,2.0
561,still anxious a bit,ocean,15,6.0,5.0,5.0,morning,focused,neutral_face,conflicted,neutral,1,4,1.0
562,not sure what changed,mountain,5,5.0,1.0,1.0,morning,overwhelmed,tired_face,vague,focused,2,4,1.0
563,At first kept thinking about work.,rain,12,7.0,5.0,5.0,afternoon,mixed,neutral_face,clear,neutral,4,6,1.0
564,kinda calm now,rain,20,5.0,3.0,4.0,afternoon,mixed,,vague,overwhelmed,1,3,1.0
565,at first still a bit off tbh. later it changed back to normal after.,mountain,12,5.0,5.0,3.0,night,neutral,happy_face,clear,overwhelmed,3,14,3.0
566,I guess okay session.,rain,20,4.0,5.0,3.0,morning,calm,tired_face,clear,neutral,4,4,1.0
567,Honestly could focus for a while.,rain,12,5.0,4.0,4.0,night,mixed,calm_face,conflicted,overwhelmed,2,6,1.0
568,I guess it was fine.,rain,20,7.0,3.0,2.0,afternoon,overwhelmed,tense_face,clear,focused,3,5,1.0
569,By the end honestly not much change. ...,ocean,18,6.0,2.0,3.0,afternoon,neutral,,vague,restless,5,8,2.0
570,mind was all over the place ...,forest,12,5.0,2.0,2.0,night,neutral,neutral_face,clear,calm,5,7,2.0
571,at first back to normal after. after some time that helped a little.,cafe,25,7.0,1.0,5.0,night,neutral,neutral_face,clear,mixed,4,13,3.0
572,at first honestly not much change.,ocean,25,5.0,3.0,4.0,evening,overwhelmed,tense_face,vague,overwhelmed,1,6,1.0
573,Honestly felt better after a bit.,rain,5,6.0,1.0,5.0,afternoon,mixed,neutral_face,vague,focused,2,6,1.0
574,Honestly breathing slowed down. Later it changed felt good for a moment.,forest,18,6.0,4.0,3.0,night,overwhelmed,tense_face,vague,restless,5,12,3.0
575,At first honestly not much change.,cafe,5,6.0,2.0,5.0,night,mixed,,conflicted,restless,4,6,1.0
576,that helped a little,cafe,20,7.0,5.0,1.0,afternoon,mixed,happy_face,conflicted,neutral,5,4,1.0
577,it was fine,forest,10,4.0,4.0,1.0,evening,neutral,tense_face,conflicted,mixed,3,3,1.0
578,By the end felt better after a bit.,ocean,20,4.0,4.0,5.0,night,calm,tired_face,clear,restless,4,8,2.0
579,During teh session not sure what changed. Later it changed felt heavy.,cafe,8,5.0,1.0,4.0,afternoon,calm,calm_face,clear,neutral,4,12,3.0
580,At first it was fine. ...,rain,15,5.0,1.0,3.0,morning,mixed,tired_face,clear,calm,1,6,1.0
582,"At first felt heavy. Later it changed some peace, some noise in head.",rain,18,8.0,3.0,3.0,morning,focused,none,conflicted,calm,3,13,3.0
584,I guess got distracted again.,cafe,20,7.0,2.0,2.0,night,mixed,,clear,restless,3,5,1.0
585,i guess back to normal after.,forest,18,5.0,4.0,5.0,night,neutral,happy_face,conflicted,neutral,2,6,1.0
586,"felt lighter, not fully though",ocean,18,6.0,4.0,5.0,morning,restless,tired_face,conflicted,focused,4,5,1.0
587,Honestly got distracted again. ...,ocean,20,5.0,5.0,4.0,morning,overwhelmed,tense_face,conflicted,calm,5,5,1.0
588,"honestly okay session. tehn it shifted some peace, some noise in head.",rain,8,7.0,4.0,1.0,evening,restless,calm_face,conflicted,focused,2,12,3.0
590,not sure what changed,mountain,18,6.0,5.0,5.0,evening,restless,tired_face,vague,mixed,1,4,1.0
591,I guess could focus for a while.,mountain,18,7.0,2.0,1.0,afternoon,overwhelmed,calm_face,clear,restless,4,7,2.0
592,By the end breathing slowed down.,forest,30,5.0,3.0,2.0,afternoon,overwhelmed,tired_face,clear,calm,3,6,1.0
593,felt better after a bit,mountain,8,5.0,3.0,4.0,afternoon,neutral,tired_face,clear,overwhelmed,2,5,1.0
594,At first kept thinking about work. Then it shifted got distracted again.,mountain,15,5.0,1.0,4.0,afternoon,mixed,calm_face,clear,neutral,4,12,3.0
595,I guess felt better after a bit.,rain,10,6.0,4.0,1.0,afternoon,focused,happy_face,conflicted,neutral,2,7,2.0
596,mind was all over the place,ocean,12,6.0,2.0,2.0,evening,focused,none,clear,mixed,1,6,1.0
597,Honestly felt good for a moment.,cafe,15,7.0,1.0,1.0,afternoon,focused,neutral_face,conflicted,mixed,3,6,1.0
598,For some reason still anxious a bit.,ocean,20,8.0,1.0,1.0,morning,restless,tense_face,clear,calm,4,7,2.0
599,back to normal after ...,cafe,5,8.0,2.0,2.0,morning,mixed,calm_face,conflicted,overwhelmed,2,5,1.0
601,at first could focus for a while.,ocean,30,5.0,1.0,4.0,morning,overwhelmed,happy_face,clear,overwhelmed,3,7,2.0
602,breathing slowed down,mountain,18,6.0,4.0,5.0,afternoon,overwhelmed,none,conflicted,restless,1,3,1.0
603,Honestly breathing slowed down. ...,forest,5,5.0,4.0,4.0,morning,calm,none,conflicted,restless,5,5,1.0
604,back to normal after ...,cafe,8,4.0,5.0,1.0,evening,restless,tense_face,conflicted,restless,2,5,1.0
605,for some reason kept thinking about work.,forest,15,7.0,1.0,5.0,evening,focused,tired_face,conflicted,calm,1,7,2.0
606,it was fine,cafe,25,5.0,5.0,3.0,night,restless,happy_face,clear,mixed,2,3,1.0
607,back to normal after ...,ocean,15,6.0,2.0,2.0,afternoon,restless,tense_face,clear,restless,1,5,1.0
608,got distracted again,cafe,10,7.0,3.0,1.0,night,restless,none,conflicted,focused,3,3,1.0
609,by the end felt good for a moment.,ocean,20,7.0,3.0,2.0,morning,overwhelmed,,vague,focused,5,8,2.0
610,Honestly still anxious a bit. After some time kinda calm now.,mountain,18,6.0,3.0,3.0,morning,mixed,tired_face,vague,focused,4,11,2.0
611,that helped a little,rain,18,5.0,1.0,3.0,afternoon,overwhelmed,neutral_face,clear,overwhelmed,1,4,1.0
612,I guess that helped a little.,rain,18,7.0,5.0,5.0,morning,neutral,tired_face,conflicted,calm,3,6,1.0
613,for some reason could focus for a while.,forest,20,8.0,5.0,2.0,night,neutral,tired_face,conflicted,overwhelmed,3,8,2.0
614,"Honestly felt lighter, not fully though. ...",cafe,18,6.0,5.0,2.0,night,mixed,none,clear,mixed,5,7,2.0
615,okay session,cafe,20,4.0,3.0,5.0,morning,calm,calm_face,vague,restless,5,2,1.0
616,honestly helped me plan my day.,rain,10,8.0,5.0,3.0,afternoon,overwhelmed,happy_face,conflicted,calm,1,6,1.0
617,for some reason kinda calm now.,ocean,5,7.0,4.0,5.0,evening,focused,none,conflicted,focused,2,6,1.0
618,kept thinking about work,rain,12,4.0,3.0,2.0,night,neutral,calm_face,clear,restless,4,4,1.0
619,could focus for a while,cafe,8,6.0,1.0,4.0,afternoon,mixed,tired_face,vague,calm,5,5,1.0
620,I guess felt better after a bit.,mountain,18,6.0,2.0,5.0,night,restless,calm_face,vague,focused,1,7,2.0
622,"At first felt lighter, not fully though.",cafe,25,8.0,2.0,3.0,afternoon,mixed,neutral_face,vague,focused,5,7,2.0
623,During teh session could focus for a while. Later it changed still anxious a bit.,cafe,5,8.0,1.0,5.0,afternoon,restless,tired_face,clear,overwhelmed,4,15,3.0
624,at first breathing slowed down. ...,forest,12,6.0,5.0,3.0,evening,focused,calm_face,conflicted,mixed,4,6,1.0
625,I guess not sure what changed.,rain,20,6.0,4.0,1.0,evening,mixed,neutral_face,clear,restless,2,6,1.0
626,still anxious a bit ...,forest,20,4.0,5.0,2.0,morning,neutral,neutral_face,vague,restless,2,5,1.0
627,For some reason kept thinking about work.,ocean,5,4.0,1.0,3.0,afternoon,mixed,happy_face,clear,neutral,1,7,2.0
628,By the end mind was all over the place.,ocean,25,8.0,2.0,3.0,evening,mixed,tired_face,conflicted,restless,4,9,2.0
629,At first felt heavy.,forest,15,7.0,2.0,1.0,afternoon,neutral,happy_face,clear,neutral,2,4,1.0
630,still a bit off tbh ...,rain,12,6.0,2.0,2.0,afternoon,calm,tired_face,conflicted,neutral,4,6,1.0
631,At first not sure what changed.,rain,10,4.0,5.0,4.0,night,overwhelmed,none,clear,focused,1,6,1.0
632,honestly not much change,rain,18,5.0,1.0,3.0,night,overwhelmed,,conflicted,mixed,3,4,1.0
633,Honestly felt better after a bit.,ocean,25,6.0,5.0,3.0,afternoon,neutral,tired_face,vague,restless,1,6,1.0
634,For some reason kept thinking about work.,forest,30,4.0,4.0,2.0,afternoon,calm,none,conflicted,restless,3,7,2.0
635,At first got distracted again.,cafe,20,6.0,3.0,2.0,morning,focused,,vague,mixed,4,5,1.0
637,still a bit off tbh,ocean,5,7.0,1.0,2.0,night,neutral,tense_face,conflicted,overwhelmed,3,5,1.0
638,For some reason breathing slowed down.,ocean,18,5.0,4.0,5.0,evening,neutral,calm_face,conflicted,neutral,4,6,1.0
639,At first that helped a little.,mountain,18,5.0,2.0,4.0,night,restless,happy_face,conflicted,restless,2,6,1.0
640,honestly could focus for a while.,mountain,15,4.0,2.0,3.0,night,focused,none,conflicted,neutral,4,6,1.0
641,Honestly felt good for a moment.,cafe,8,4.0,4.0,2.0,morning,overwhelmed,none,conflicted,focused,4,6,1.0
643,at first helped me plan my day.,forest,30,6.0,3.0,1.0,evening,mixed,tense_face,vague,overwhelmed,1,7,2.0
644,back to normal after ...,rain,25,5.0,3.0,3.0,morning,calm,happy_face,vague,neutral,1,5,1.0
645,back to normal after,rain,25,5.0,5.0,3.0,morning,calm,tense_face,vague,calm,2,4,1.0
646,honestly still a bit off tbh.,cafe,20,8.0,4.0,4.0,afternoon,neutral,tired_face,conflicted,overwhelmed,1,6,1.0
647,By teh end not sure what changed.,rain,18,6.0,4.0,3.0,morning,restless,tense_face,conflicted,restless,4,7,2.0
648,it was fine,ocean,18,5.0,3.0,4.0,afternoon,mixed,tense_face,clear,restless,5,3,1.0
649,For some reason kinda calm now.,ocean,30,5.0,1.0,3.0,afternoon,restless,tense_face,conflicted,calm,4,6,1.0
650,By the end honestly not much change.,forest,25,6.0,2.0,2.0,night,overwhelmed,none,vague,restless,5,7,2.0
651,At first that helped a little.,ocean,10,6.0,1.0,2.0,evening,neutral,,vague,restless,4,6,1.0
652,Honestly honestly not much change.,mountain,12,8.0,1.0,2.0,morning,overwhelmed,calm_face,vague,restless,2,5,1.0
653,During the session kinda calm now. Then it shifted could focus for a while.,rain,15,4.0,1.0,5.0,morning,mixed,neutral_face,vague,neutral,1,14,3.0
654,Honestly honestly not much change.,rain,20,4.0,4.0,1.0,evening,overwhelmed,tired_face,clear,focused,1,5,1.0
655,By the end still a bit off tbh.,cafe,18,5.0,1.0,1.0,evening,overwhelmed,calm_face,vague,restless,5,8,2.0
656,at first still anxious a bit. after some time breathing slowed down.,cafe,25,7.0,1.0,3.0,evening,restless,none,conflicted,mixed,5,12,3.0
657,back to normal after,ocean,10,6.0,2.0,2.0,morning,calm,calm_face,conflicted,restless,5,4,1.0
658,By teh end still anxious a bit.,cafe,25,5.0,5.0,1.0,afternoon,mixed,tired_face,vague,focused,4,7,2.0
659,Honestly kinda calm now.,ocean,12,7.0,3.0,1.0,morning,restless,tired_face,clear,overwhelmed,3,4,1.0
660,got distracted again,mountain,15,6.0,4.0,2.0,afternoon,restless,tired_face,vague,mixed,1,3,1.0
661,"At first felt lighter, not fully though.",forest,18,5.0,5.0,1.0,morning,overwhelmed,none,clear,restless,4,7,2.0
662,Honestly not sure what changed.,rain,20,5.0,5.0,3.0,morning,overwhelmed,none,vague,focused,4,5,1.0
663,at first felt better after a bit.,forest,8,7.0,1.0,1.0,morning,overwhelmed,calm_face,clear,restless,5,7,2.0
664,back to normal after,forest,18,4.0,5.0,3.0,afternoon,focused,calm_face,conflicted,overwhelmed,1,4,1.0
665,kept thinking about work,ocean,25,7.0,5.0,3.0,evening,neutral,calm_face,vague,restless,4,4,1.0
666,By the end back to normal after.,rain,30,7.0,4.0,2.0,evening,mixed,neutral_face,conflicted,mixed,4,7,2.0
667,Honestly still anxious a bit. ...,ocean,5,8.0,3.0,4.0,night,mixed,happy_face,conflicted,focused,4,6,1.0
668,I guess could focus for a while.,rain,18,6.0,1.0,4.0,morning,mixed,none,conflicted,neutral,2,7,2.0
669,honestly not much change,rain,30,8.0,2.0,2.0,afternoon,neutral,tense_face,clear,neutral,3,4,1.0
670,it was fine,ocean,8,4.0,3.0,4.0,night,focused,tired_face,conflicted,focused,3,3,1.0
671,For some reason felt good for a moment.,forest,30,6.0,4.0,1.0,afternoon,calm,neutral_face,conflicted,overwhelmed,2,8,2.0
672,At first still anxious a bit.,mountain,10,4.0,5.0,2.0,evening,mixed,happy_face,conflicted,restless,3,6,1.0
673,it was fine,rain,5,5.0,2.0,4.0,night,overwhelmed,tense_face,vague,restless,1,3,1.0
